atm,bank,bar,beauty_salon,book_store,bus_station,cafe,gas_station,gym,movie_theater,museum,school,shopping_mall,subway_station,supermarket,taxi_stand,train_station,yelp_id
9.0,3.0,2.0,18.0,1.0,,1.0,,1.0,,,6.0,1.0,,1.0,,,MX2aAZLbXZEavo09BonDTA
6.0,4.0,9.0,6.0,,11.0,4.0,1.0,5.0,,,,3.0,,,,,MXsm8LFT80vA0IArFdWugQ
5.0,1.0,17.0,9.0,,6.0,4.0,,2.0,,,,1.0,,,,,MZwH5BhkC7CvP0RE-HVO_w
10.0,2.0,2.0,29.0,2.0,18.0,1.0,,2.0,,,9.0,1.0,,1.0,,,M_dSo9Idg2r5OTFxHp0PgQ
31.0,2.0,33.0,17.0,,23.0,16.0,2.0,11.0,14.0,13.0,16.0,6.0,1.0,2.0,,,Mc3K10rQLAooLvdzjYt3vg
15.0,5.0,8.0,19.0,1.0,17.0,8.0,2.0,5.0,,,3.0,3.0,,,,,McT67HUzz6vS3_vDGTxjXw
7.0,1.0,1.0,5.0,,11.0,3.0,2.0,1.0,,,14.0,,,,,,Me8tzKp1WhKinnd44OvQ4A
9.0,1.0,1.0,14.0,,12.0,5.0,1.0,5.0,3.0,,5.0,,,1.0,,,Mfa5dHJKcY4K-c3IQIxKkA
16.0,7.0,4.0,11.0,,15.0,7.0,3.0,9.0,3.0,1.0,18.0,,,,,,Mhpdqef1fHyPgVHmj53pcw
13.0,7.0,3.0,31.0,,6.0,2.0,2.0,5.0,,,8.0,2.0,,2.0,,,MlmZc_6lnw775e2exAcJCA
3.0,,3.0,38.0,1.0,10.0,5.0,,5.0,,,5.0,1.0,,,,,MmKxVQJYznB42u5MKsNgAg
3.0,1.0,,31.0,1.0,8.0,2.0,2.0,5.0,,,11.0,3.0,,,,,Mmwsp-qZIUEf1F4SPqUjLA
3.0,,,4.0,,5.0,1.0,1.0,2.0,,,1.0,,,,,,MoK_FvyMy6UkspDN3oMKIg
42.0,7.0,60.0,37.0,,33.0,24.0,,13.0,7.0,7.0,23.0,9.0,1.0,4.0,,,MtvPWC-Xy8dbyrxAaqsA2w
1.0,,2.0,,,,,,,,,1.0,,,,,,MvCYhTCeJiMVf-Supm1a6g
12.0,13.0,29.0,30.0,,21.0,30.0,3.0,8.0,,,40.0,12.0,1.0,,,,N05X5dnwzpWvLg7ZRcMtcA
9.0,2.0,11.0,31.0,,1.0,8.0,1.0,10.0,2.0,,3.0,10.0,,,,,N1km7HtWQoM7jakvDS096Q
12.0,6.0,,11.0,,7.0,2.0,2.0,3.0,,,2.0,1.0,,2.0,,,N440qkrlysVkMY9xyhLDCg
10.0,3.0,4.0,10.0,2.0,7.0,8.0,3.0,1.0,2.0,,5.0,3.0,,,,,N6zZ6AQGc-gXKaMpA6EwHA
16.0,3.0,4.0,14.0,1.0,30.0,11.0,2.0,1.0,1.0,2.0,20.0,3.0,,1.0,,,N70oKt4U4XKDWDQbizDw_Q
39.0,14.0,36.0,42.0,1.0,60.0,38.0,1.0,15.0,3.0,1.0,17.0,18.0,,1.0,,,N7kYNSjGm4MEao5BMRCIgQ
29.0,17.0,17.0,57.0,5.0,21.0,26.0,1.0,26.0,2.0,2.0,21.0,6.0,,,,,NBsSwIV643N3MHqZjbsWkg
2.0,1.0,4.0,6.0,1.0,11.0,3.0,,3.0,,,2.0,1.0,,,,,NDLg4LtqQyN-_S-mQK8y4w
,,,,,6.0,,,,,,1.0,,,,,,NDO2PnVLkn_jj-pZVzdNLw
14.0,3.0,2.0,34.0,1.0,17.0,6.0,5.0,7.0,4.0,,7.0,4.0,,2.0,,,NGGgYVRjIoDJvr1z0RtJ8Q
11.0,4.0,10.0,7.0,2.0,13.0,6.0,1.0,3.0,2.0,,5.0,8.0,,,,,NHcwsM9gHII6dv-YHuYMvQ
7.0,3.0,2.0,36.0,1.0,10.0,6.0,,10.0,1.0,,10.0,3.0,,1.0,,,NJLqFkV65_40Bwh29PyVJA
7.0,,3.0,5.0,,12.0,4.0,,2.0,,,10.0,,,,,,NQ6Qyjuf-2WrC7v5_QSrGQ
6.0,3.0,3.0,6.0,,4.0,2.0,,3.0,,1.0,,,,,,,NVB2X8t5Rie8S5AnzOnWJg
16.0,6.0,7.0,16.0,,11.0,4.0,1.0,6.0,,,9.0,,,1.0,,,NWzJrfFbYXUGKVb6Sa5k-w
9.0,7.0,3.0,23.0,2.0,11.0,8.0,6.0,12.0,,,12.0,3.0,,1.0,,,NX33ggdoTY4auhfMMnEOEA
15.0,12.0,3.0,26.0,,4.0,5.0,1.0,2.0,,,7.0,1.0,,,,,NZCyNH6EKmvcrcbIIfk4vA
7.0,,,2.0,,4.0,5.0,3.0,1.0,,,2.0,2.0,,,,,NfQj_uXChNuU9BaZ_4ZUXg
5.0,1.0,12.0,,,20.0,15.0,,,1.0,4.0,,6.0,,,,,NhozCxrs2zC-tOLszGpVjg
23.0,8.0,16.0,20.0,,38.0,16.0,1.0,5.0,,1.0,8.0,17.0,,1.0,,,NlT-6hFP0_6hPo36AW2lIA
13.0,3.0,6.0,11.0,,6.0,8.0,,2.0,,,3.0,,,3.0,,,NmVIs3TKq8Aypd2iu1W89w
10.0,1.0,17.0,37.0,2.0,21.0,6.0,2.0,10.0,2.0,1.0,3.0,,,1.0,,,NmbWzUznZM9JsQh8kTTtAQ
2.0,,5.0,10.0,1.0,9.0,2.0,,7.0,,,4.0,,,1.0,,,Nn3rNICi-PION5O8wrK_LA
5.0,1.0,2.0,20.0,3.0,7.0,4.0,2.0,3.0,3.0,1.0,4.0,2.0,,1.0,,,Nrt1dZ_a8dk7zAA4L47-_w
3.0,1.0,11.0,10.0,1.0,5.0,6.0,,3.0,1.0,2.0,4.0,1.0,,,1.0,,Nvi1tZIvQh5m-ynajtNC4A
2.0,,1.0,11.0,,10.0,6.0,,6.0,,,9.0,,,,,,O1mZqTsmuDs8vtUhDsvMIA
46.0,27.0,39.0,60.0,4.0,19.0,46.0,2.0,10.0,3.0,1.0,13.0,6.0,,1.0,,,O4h3UBSZG5oyB2QrOsrjjw
24.0,7.0,9.0,31.0,1.0,12.0,5.0,2.0,15.0,2.0,,5.0,1.0,,,,,OCNFF33Sldplmcse3M75eg
10.0,4.0,7.0,19.0,1.0,13.0,8.0,1.0,3.0,1.0,,,3.0,,,,,OFV5lfeY-qYiqjgEdjLqMg
1.0,,1.0,9.0,,11.0,1.0,1.0,,,,5.0,,,1.0,,,OI8pxsQ7ktNQkomjn74X4A
5.0,1.0,1.0,6.0,,4.0,2.0,2.0,,,1.0,6.0,,,2.0,,,OKoX_wTXBXHVd56IGkGJCQ
9.0,3.0,7.0,52.0,,6.0,8.0,2.0,9.0,,,9.0,4.0,,,,,OLJP0yvcF299-l80UwjADg
9.0,2.0,2.0,4.0,,9.0,4.0,3.0,1.0,1.0,,4.0,1.0,,1.0,,,OMzZ2AJbENB7IToDauCxrA
6.0,3.0,3.0,2.0,,6.0,3.0,,8.0,2.0,,4.0,1.0,,1.0,,,OS2hJmbsAd9kKa0P26PLZw
6.0,1.0,6.0,8.0,1.0,12.0,4.0,,15.0,2.0,,6.0,,,,,,OUkWFE2o3ilx2fKa4FYB3A
29.0,6.0,55.0,38.0,3.0,53.0,28.0,,15.0,3.0,2.0,12.0,16.0,1.0,4.0,,,OUvSg5Z9VI7APmaAdqyWVQ
12.0,4.0,21.0,60.0,3.0,38.0,28.0,,11.0,1.0,1.0,6.0,9.0,,,,,OZ9LuAdbBjWyg4wWMg47tw
6.0,,2.0,2.0,,8.0,,4.0,5.0,,,9.0,,,,,,OaVdBRuNGP7Y2tMJwb-45A
9.0,11.0,2.0,10.0,2.0,10.0,5.0,1.0,1.0,,,4.0,2.0,,,,,ObCj8Y3KAdk4bgc8oSxNcA
6.0,,10.0,55.0,1.0,10.0,13.0,,15.0,,,4.0,3.0,,1.0,,,OestbrR_2eZF82E-1BblpQ
9.0,2.0,1.0,39.0,,14.0,12.0,1.0,5.0,,,9.0,4.0,,1.0,,,OfV-WmyEH_b4Hvxc2Rhdyw
11.0,5.0,5.0,17.0,,6.0,6.0,,4.0,,,3.0,1.0,,1.0,,,OgZ2MnX_3KcKXCMlpEe-dg
8.0,1.0,7.0,24.0,,11.0,7.0,3.0,4.0,1.0,,7.0,,,,,,OglE7eLW8wds5eYgl7fgHQ
8.0,6.0,,17.0,1.0,7.0,1.0,2.0,1.0,,,6.0,1.0,,,,,OjWx__2FSN4-r3yKHOBrPg
5.0,2.0,2.0,10.0,,9.0,4.0,1.0,5.0,2.0,,2.0,5.0,,2.0,,,Ol5056_X8h--AIGFZE6FGw
18.0,5.0,34.0,18.0,4.0,31.0,15.0,,4.0,,2.0,17.0,,,2.0,,1.0,OlEiKm6-T0Qm6n2qnhX3oA
25.0,8.0,23.0,13.0,4.0,36.0,31.0,1.0,6.0,2.0,8.0,24.0,12.0,,4.0,,,OowWjnNFs-Lfw0Kfx8GmJw
14.0,4.0,7.0,17.0,1.0,19.0,8.0,3.0,3.0,,,3.0,2.0,,,,,Os6gJBb1_OYvweW9VxZqGA
60.0,60.0,49.0,29.0,1.0,60.0,51.0,1.0,12.0,,6.0,20.0,10.0,2.0,,,,Otw79hKRy1C6T639xbA3KQ
12.0,2.0,5.0,16.0,1.0,26.0,12.0,,6.0,,1.0,11.0,2.0,,1.0,,,OuQlOuFZq3_JbuPoBrUlVw
17.0,4.0,57.0,28.0,6.0,39.0,26.0,,14.0,2.0,4.0,19.0,14.0,1.0,3.0,,,OwoEStx-D5Dy5cGedkXrdQ
6.0,1.0,1.0,11.0,,7.0,2.0,1.0,,,,6.0,2.0,,,,,P2qHR3-dIMrnQ76vZ1i_Mg
8.0,2.0,4.0,47.0,,6.0,11.0,2.0,8.0,,1.0,13.0,5.0,,1.0,,,P6UaGMOGv8i0hTEXHEbUhQ
7.0,1.0,1.0,8.0,,12.0,1.0,3.0,1.0,,,4.0,,,2.0,,,P8ILH_aHbdfP9Lcwv0ALTg
1.0,1.0,3.0,3.0,,4.0,1.0,,1.0,,,,1.0,,1.0,,,P8a0AfqrHDQ6uTLcCQP9nA
2.0,1.0,4.0,10.0,2.0,10.0,7.0,2.0,9.0,2.0,,4.0,,,,,,P9Dt_kkU5BTe1v0tJ4KFNw
28.0,14.0,10.0,45.0,3.0,16.0,15.0,1.0,1.0,2.0,1.0,13.0,,,,,,PAERm4_703iMvNAAi22krQ
7.0,2.0,3.0,19.0,,5.0,6.0,1.0,,,,2.0,3.0,,,,,PCmkD4aqReWwco0Ozwxl0g
15.0,5.0,,9.0,,6.0,5.0,2.0,1.0,,2.0,5.0,,,,,,PDci4QrrbGln5FyM-uv0lQ
4.0,,1.0,13.0,,12.0,1.0,4.0,2.0,,,11.0,,,,,,PEHM9AEqq0ca3vACyOMEwA
15.0,5.0,7.0,19.0,1.0,16.0,7.0,2.0,3.0,,,3.0,3.0,,,,,PEiCBdxWusSKwv-9MvhqMQ
9.0,,6.0,5.0,,15.0,5.0,3.0,3.0,1.0,2.0,13.0,1.0,,,,,PIbJXHsb40N51hR7UbUYJw
10.0,1.0,11.0,33.0,1.0,24.0,9.0,3.0,9.0,,,16.0,,,2.0,,,PJPubcB4oEtsqwnpu8SSJQ
28.0,13.0,35.0,31.0,,44.0,14.0,1.0,6.0,,,7.0,1.0,,,,,PJgLgy6YfSebDg45F5scSw
4.0,,3.0,12.0,,15.0,3.0,2.0,7.0,,,9.0,,,1.0,,,PK9bwd-vOUNFM7ef68rN8g
,,11.0,,,,5.0,,8.0,,3.0,3.0,,,1.0,,1.0,PMj1TDcrvYTxEXd-g9LcWA
5.0,2.0,,13.0,2.0,13.0,1.0,1.0,1.0,,,3.0,,,,,,PX8gFI4iD1aaHjXh_Rt8jw
18.0,5.0,9.0,53.0,2.0,16.0,10.0,4.0,9.0,,,5.0,3.0,,1.0,,,Phtj16kPdkaX2CAx-Pv14Q
6.0,,3.0,14.0,,8.0,5.0,1.0,4.0,,,13.0,,,,,,Pj08MbNLLwdLnJS0ImsMkA
4.0,,,,,7.0,,1.0,,,,1.0,,,,,,Pk1m_Wnhw3wgD-GIuGfTxA
10.0,2.0,7.0,4.0,2.0,6.0,9.0,,8.0,,2.0,10.0,3.0,,,,,PmgSFMddP1kkBZIG20yDiw
10.0,,17.0,,,24.0,12.0,,,2.0,2.0,1.0,5.0,,,,,PwjTerIEPH8E9uR-oa4Dpw
2.0,,,3.0,1.0,14.0,1.0,,,,1.0,2.0,,,,,,Q5AASajKBEscS1UFBOnO_Q
7.0,2.0,6.0,14.0,1.0,22.0,13.0,3.0,3.0,,,1.0,8.0,,,,,Q5DS9wGzUSubQ7qkNKoaYQ
5.0,,8.0,9.0,3.0,14.0,7.0,,8.0,,,5.0,1.0,,1.0,,,QADDG3waUFFqhjnSn_qfsA
3.0,,1.0,9.0,,11.0,3.0,3.0,,,,4.0,,,,,,QEGYtRXGlpuco8jE7u0tGw
7.0,2.0,3.0,20.0,,13.0,5.0,1.0,3.0,,,7.0,1.0,,2.0,,,QIIkMAdhnQXqVWTDAIlSlg
11.0,10.0,4.0,8.0,2.0,13.0,6.0,,4.0,,,4.0,2.0,,2.0,,,QINprkhuf6BkXklm2VeI1A
17.0,5.0,9.0,54.0,2.0,18.0,9.0,4.0,9.0,,,6.0,3.0,,1.0,,,QIREwytSPatqXp44EcP_jw
15.0,8.0,3.0,,3.0,14.0,3.0,2.0,4.0,1.0,,6.0,,,,,,QPGbePOaX4QaE3PHKs3lzw
12.0,6.0,1.0,14.0,,10.0,2.0,,,,,1.0,1.0,,1.0,1.0,,QVjm8389L8D2fxb3qfLKHQ
12.0,5.0,3.0,13.0,,9.0,3.0,2.0,7.0,,,3.0,1.0,,,,,QZAxOX9hFsbpzddPuWPuBA
4.0,3.0,1.0,4.0,,12.0,2.0,,,,,2.0,,,1.0,,,Q_2osW6Xmi0ZPmOoAVhGGw
15.0,5.0,8.0,19.0,1.0,17.0,8.0,2.0,5.0,,,3.0,5.0,,,,,QbJNQBpYanGGuzLbE-Zzwg
9.0,1.0,11.0,1.0,,9.0,6.0,,1.0,1.0,,2.0,7.0,,,,,QbrXqRW_MiI9rDvWZWbbvw
10.0,11.0,,7.0,,15.0,4.0,1.0,9.0,1.0,,3.0,3.0,,,,,Qf76uxcVwRnNaAkCMKolrA
5.0,2.0,11.0,18.0,3.0,14.0,4.0,1.0,7.0,1.0,,10.0,,,1.0,,,Qi1b4xabd72MqhTYnwV8iQ
13.0,1.0,25.0,33.0,3.0,23.0,13.0,4.0,5.0,1.0,5.0,17.0,5.0,,,,,Qq_v6-Z2hHcBwOkzRupm3w
27.0,4.0,44.0,33.0,7.0,37.0,31.0,1.0,14.0,2.0,4.0,19.0,8.0,,1.0,,,R-rQaiF1Hu3P6BOIzSZEng
6.0,1.0,6.0,9.0,2.0,19.0,5.0,2.0,9.0,,,12.0,1.0,,,,,R0EW_8BJ-BvLAgoY6-lL8g
15.0,1.0,2.0,17.0,,20.0,5.0,6.0,2.0,,,6.0,1.0,,1.0,,,R20VNYQTJLhAobtzlAup3w
2.0,1.0,11.0,10.0,1.0,5.0,6.0,,1.0,1.0,2.0,2.0,1.0,,,1.0,,R5Y4lnegexOOWjEHI16IyQ
9.0,2.0,14.0,3.0,,12.0,7.0,,,1.0,,2.0,7.0,,,,,R6iCOOL2f1A4AU3VxMtC1A
9.0,4.0,1.0,55.0,1.0,11.0,7.0,,8.0,6.0,2.0,11.0,,,,,,R7gogf9HbzcQ9bSedhxwRA
1.0,,2.0,,,3.0,,,,,,,,,,,,R8CziC8xw25Xd7CnbD9SRw
14.0,12.0,4.0,45.0,1.0,16.0,8.0,1.0,15.0,,,7.0,2.0,,1.0,,,R9J6w61WmtNNyEB_cQtwhA
10.0,2.0,1.0,7.0,,13.0,6.0,3.0,,,,2.0,2.0,,2.0,,,R9SY_XYe23c6QmpioKZ8VA
19.0,8.0,20.0,60.0,3.0,28.0,29.0,,15.0,3.0,,13.0,8.0,,,,,RAtY0wZOK_YOFnRy1MBGqQ
4.0,5.0,1.0,13.0,1.0,11.0,6.0,2.0,2.0,,,3.0,3.0,,,,,RD0qD17VxH9vvPblYYkL2g
16.0,10.0,1.0,20.0,,9.0,2.0,3.0,3.0,,3.0,8.0,4.0,,1.0,,,RE-OypAAuE_uweNwbI6J2Q
5.0,2.0,1.0,3.0,,16.0,3.0,,1.0,,,6.0,,,1.0,,,RFHPuxxJCbndsLD3ukf4RA
15.0,2.0,13.0,42.0,3.0,15.0,8.0,1.0,13.0,,2.0,5.0,1.0,,,,,RIh9P9botv51aiM7R1bMfA
14.0,10.0,4.0,15.0,1.0,10.0,6.0,,4.0,1.0,,3.0,2.0,,2.0,,,RJrT2swbb1zPdYEJcrJLGQ
4.0,,2.0,3.0,,9.0,4.0,2.0,1.0,,,9.0,1.0,,,,,RLMdyA9I8LzSV7OShN0mzA
27.0,4.0,44.0,32.0,7.0,35.0,31.0,1.0,15.0,2.0,3.0,19.0,7.0,,1.0,,,RMStV5Vppkv7-PLh4TOZzw
10.0,5.0,6.0,52.0,1.0,9.0,5.0,1.0,7.0,3.0,,12.0,2.0,,1.0,,,RPvKo_1oNFkjB_Mc8bRdaA
7.0,3.0,9.0,17.0,1.0,11.0,12.0,,7.0,2.0,,1.0,4.0,,1.0,,,RTSsCP3KBU4e4u93hQ40Ew
33.0,1.0,34.0,15.0,1.0,24.0,19.0,2.0,7.0,15.0,14.0,21.0,8.0,1.0,3.0,,,RVp_T2I64D6LvpcHGVIVug
6.0,,11.0,38.0,1.0,11.0,9.0,,12.0,,1.0,5.0,2.0,,1.0,,,RYEGamxaPofHUOH75J22OA
43.0,7.0,60.0,39.0,,29.0,23.0,,11.0,7.0,9.0,24.0,8.0,1.0,3.0,,,Rd_IrRGjqsxsvaXoaTqcVw
43.0,28.0,38.0,60.0,4.0,18.0,42.0,3.0,10.0,4.0,1.0,11.0,6.0,,1.0,,,Rg3HHndUA3gHaXgNMLNe4g
10.0,2.0,7.0,5.0,1.0,6.0,11.0,,11.0,,2.0,10.0,4.0,,,,,RgKMJhUjk-GZvTTGQRwz2w
18.0,16.0,2.0,23.0,,4.0,5.0,,3.0,,,9.0,1.0,,,,,RiWmam5SMn1xwHB5OITgLA
8.0,2.0,1.0,21.0,,6.0,3.0,6.0,2.0,,1.0,7.0,,,1.0,,,RnA6HO_w3G-0bMUSJY6tUw
6.0,3.0,2.0,1.0,,17.0,4.0,4.0,,,,1.0,1.0,,,,,RsGwD5cK5J2AyNv3SUTvdw
10.0,2.0,1.0,12.0,,12.0,2.0,1.0,,,,2.0,1.0,,1.0,,,RsOjt7hq11oLCMQRvjAr4w
3.0,2.0,1.0,5.0,,4.0,3.0,,2.0,1.0,,,4.0,,1.0,,,RzFNvuc4BkrprK_dW4vj_A
17.0,17.0,10.0,60.0,2.0,17.0,16.0,1.0,10.0,1.0,,12.0,4.0,,2.0,,,Rz_EYBuygGYz-xCRZ7042g
5.0,3.0,9.0,11.0,2.0,9.0,15.0,,1.0,,,10.0,1.0,,,,,S-Vo4Rdt5nO0GVLm5wnv3A
37.0,32.0,53.0,32.0,1.0,56.0,31.0,2.0,16.0,,5.0,18.0,11.0,1.0,3.0,,,S1JEJ_abdhiV5tZ89ENPfQ
8.0,4.0,5.0,54.0,1.0,7.0,10.0,,8.0,,,11.0,3.0,,1.0,,,S1K4Ru1R6IzWxbdsjsHYyA
3.0,,9.0,12.0,1.0,8.0,1.0,,6.0,1.0,,6.0,2.0,,1.0,,,S3z6erO2TeljEc-dTPqc9Q
9.0,4.0,1.0,18.0,,12.0,3.0,3.0,4.0,,,7.0,1.0,,,,,S4PAlRuCS12HYxcuLZgdBg
11.0,7.0,3.0,15.0,1.0,8.0,6.0,4.0,4.0,2.0,,1.0,3.0,,,,,S4WfEmGUZVZDWbutCyhJLA
9.0,4.0,1.0,21.0,2.0,10.0,6.0,1.0,1.0,,,6.0,1.0,,1.0,,,S6iIaSn0d5GveETTtBZmXA
6.0,2.0,1.0,28.0,2.0,13.0,9.0,,6.0,1.0,,8.0,,,1.0,,,S7VJq9qqXCCoiHEbwb3tCw
6.0,2.0,2.0,3.0,1.0,6.0,2.0,1.0,3.0,1.0,,5.0,3.0,,,,,SC1HAW6VmGijbaGHTWjZcg
12.0,,4.0,4.0,1.0,17.0,8.0,5.0,4.0,,1.0,13.0,1.0,,,,,SC8JygWEEGXCmykQrfdHzg
14.0,5.0,16.0,60.0,,12.0,9.0,2.0,15.0,,,8.0,5.0,,2.0,,,SFwfENwN9WVRgP1mA4aNZg
5.0,2.0,7.0,27.0,1.0,8.0,5.0,1.0,6.0,,,2.0,1.0,,,,,SGWe4n2z0MZciiEbxvA6Yg
10.0,3.0,,5.0,,7.0,3.0,2.0,2.0,,,3.0,2.0,,,,,SKHcCZVm-KLtpOTbutI3vQ
4.0,,,5.0,,10.0,,6.0,,,,3.0,1.0,,,,,SKqfCvLhVDI1-dg9PDguwA
8.0,1.0,1.0,2.0,,14.0,1.0,4.0,,,,3.0,1.0,,,,,SMHRoJ2PEuJW7SCgnZcLgg
16.0,6.0,16.0,33.0,4.0,9.0,21.0,2.0,9.0,5.0,1.0,8.0,7.0,,3.0,,,SREXeeGWWQwKP54fCljwZg
1.0,1.0,,16.0,,10.0,5.0,2.0,,2.0,,3.0,,,1.0,,,SRzJITgLcgNKesIoscUTBQ
7.0,1.0,,12.0,,7.0,2.0,3.0,,,,8.0,1.0,,,,,SUZgQYZp7YRsatXCVXUIgQ
13.0,3.0,12.0,60.0,3.0,12.0,10.0,2.0,11.0,,,12.0,2.0,,,,,SW9ERkxBgoRs2UjXzPbw3g
60.0,60.0,34.0,16.0,1.0,52.0,33.0,,10.0,1.0,5.0,29.0,6.0,1.0,,,,SYHP98CMB3JrPhFZlJDkgg
14.0,4.0,13.0,31.0,1.0,9.0,3.0,3.0,3.0,2.0,,11.0,2.0,,1.0,,,Sb_P6HeZ7Sf_2q1VLAg3zw
1.0,,2.0,6.0,,4.0,2.0,,1.0,,,9.0,,,,,,Sb_hPko42AEdCbX5Nut5hA
6.0,2.0,,6.0,,6.0,,3.0,,,,4.0,1.0,,1.0,,,SenV--P39L2A9jMtpaC_OA
5.0,4.0,1.0,50.0,2.0,14.0,4.0,,15.0,,,4.0,5.0,,1.0,,,SfBux6exGkBQwrLUUmT7ww
8.0,5.0,12.0,31.0,,6.0,8.0,,3.0,,1.0,4.0,1.0,,,,,SkL9z0rF4Y9wfDu-3j8Rig
5.0,,2.0,3.0,1.0,,3.0,1.0,1.0,,,,,,,,,Sx2IGEYpxATMwMEmgoHGQg
19.0,7.0,17.0,45.0,5.0,12.0,22.0,3.0,11.0,5.0,1.0,8.0,7.0,,3.0,,,T1Bi3NRAmLGbmNg82NaKmQ
3.0,1.0,,2.0,,6.0,1.0,,1.0,,,2.0,1.0,,,,,T5DSjFBrj0-VaZEP2m_IOA
2.0,,6.0,11.0,,3.0,,,7.0,,,5.0,,,,,,T5WbhpjZ-UDvUVEqci-cow
9.0,2.0,7.0,6.0,1.0,9.0,3.0,1.0,2.0,1.0,,4.0,8.0,,,,,T6V_pQcH2LUxeCvt6rZ_Sw
12.0,12.0,10.0,42.0,2.0,18.0,15.0,,14.0,2.0,,3.0,5.0,,2.0,,,T8g_GI3w7thZEmU-Dczwcw
13.0,8.0,10.0,12.0,3.0,14.0,9.0,1.0,7.0,1.0,,9.0,3.0,,1.0,,,TBE0EqMtp5avW1oV3ra_1g
11.0,1.0,6.0,24.0,,11.0,6.0,3.0,9.0,,,12.0,2.0,,,,,TByxBU8e5zK9jc9xuB_fjA
2.0,,1.0,13.0,,,2.0,1.0,5.0,,,4.0,,,,,,TE2WH9vq-3jvJAL912Rbbw
7.0,3.0,2.0,11.0,,11.0,3.0,4.0,3.0,1.0,,4.0,1.0,,1.0,,,TFGdRgGbOqkXo9UYMtxJwQ
8.0,1.0,5.0,8.0,,6.0,2.0,3.0,2.0,,,5.0,,,3.0,,,TGHhfNZAslGPihm5YAq9jg
8.0,1.0,,7.0,,14.0,2.0,2.0,,,,1.0,1.0,,1.0,,,TKKCPrBj29xiBxevGB6jhg
13.0,2.0,4.0,35.0,2.0,13.0,7.0,3.0,3.0,,,25.0,1.0,,2.0,,,TPiRKDKodw_OC8Z4USDTgg
8.0,4.0,5.0,3.0,2.0,20.0,4.0,1.0,6.0,,2.0,3.0,2.0,,2.0,,,TQjFx3yzyUYBdWb-MpIfvQ
5.0,3.0,1.0,17.0,1.0,13.0,2.0,,1.0,,,10.0,,,1.0,,,TTjR0i51-xxvekaAWpKwWQ
3.0,1.0,,24.0,,5.0,2.0,,3.0,,,3.0,,,,,,TVb0B9EMZXra8ZgY4TBmZw
13.0,3.0,3.0,9.0,,17.0,2.0,3.0,2.0,,,7.0,1.0,,,,1.0,TZYQHRWHtzWeqM4XYFKUFQ
25.0,9.0,32.0,20.0,8.0,35.0,21.0,,11.0,2.0,7.0,12.0,5.0,,,,,TZnrnc4uIR6tGutDJiEPNw
1.0,,3.0,,1.0,13.0,4.0,,1.0,,,,,,,,1.0,TZxCUmDXlrtOWE1RrdwW3A
16.0,17.0,31.0,28.0,1.0,30.0,27.0,,3.0,,1.0,36.0,7.0,1.0,1.0,,,T_lvBpk8Y7oOpc3WzWgkMQ
10.0,5.0,15.0,21.0,2.0,6.0,8.0,,7.0,,,3.0,2.0,,,,,ThOEg0tlVSwOU5NFDijy4g
18.0,5.0,24.0,60.0,6.0,35.0,27.0,,15.0,3.0,1.0,13.0,9.0,,,,,TjMkQG_jcB6QInJA2-WUXA
60.0,58.0,60.0,48.0,2.0,60.0,60.0,1.0,18.0,2.0,5.0,27.0,16.0,2.0,1.0,,,TkFEKhsCixPWlShULKvMdQ
7.0,3.0,2.0,34.0,1.0,10.0,5.0,,6.0,,,7.0,1.0,,1.0,,,Tr6W1Ciezmy7gp11uGqgIA
4.0,,,3.0,,4.0,2.0,3.0,,,,9.0,2.0,,,,,TtM465VUWfgkBSj77pEPMQ
8.0,1.0,6.0,22.0,,11.0,6.0,1.0,10.0,,,14.0,2.0,,,,,TtTWiAw6EZpUugHPibH7IA
5.0,,1.0,10.0,,12.0,4.0,3.0,,,,6.0,,,,,,TzIJzamxdVGc3zReKbLGaA
6.0,3.0,3.0,2.0,,6.0,3.0,,10.0,2.0,,7.0,1.0,,1.0,,,U-jWH-Cld5YxdJQv7MvKAQ
9.0,2.0,6.0,23.0,1.0,9.0,6.0,1.0,7.0,,1.0,10.0,4.0,,1.0,,,U1fIveC8bki6M8exz0fSgA
,,1.0,2.0,,2.0,,,2.0,,,4.0,,,,,,U2X4wEd0oeMG8HeOjcdN3g
4.0,2.0,1.0,12.0,,14.0,8.0,3.0,3.0,1.0,,8.0,,,,,,U2xdaP7MkCzL5Qr7SgFXVg
16.0,17.0,22.0,40.0,2.0,27.0,34.0,4.0,11.0,,,45.0,10.0,1.0,1.0,,,U59iKvMk10XvylspZlt0ZQ
14.0,15.0,29.0,34.0,1.0,21.0,32.0,1.0,9.0,,,46.0,11.0,1.0,,,,U7-UBPHK44Y_9wyfOmuHuA
6.0,2.0,7.0,13.0,,11.0,9.0,,2.0,1.0,,1.0,4.0,,1.0,,,U9hywg7j8Cey0QiqWIDWqA
4.0,2.0,1.0,3.0,,13.0,2.0,3.0,3.0,,,2.0,,,,,,UAr_rhm8LdzR78UL5wQtBw
13.0,2.0,13.0,25.0,2.0,17.0,12.0,,8.0,1.0,4.0,17.0,,,,,,UBPM1nF87u4bFu3G-E-Jcg
9.0,2.0,7.0,26.0,,14.0,10.0,3.0,6.0,,2.0,5.0,4.0,,1.0,,,UCIxkz2Yd7DdN-Pw24W74A
2.0,1.0,,4.0,,12.0,,,1.0,,,1.0,,,1.0,,,UHZY-EcF22v0oP2GBCChbw
